College Name,email,domain,state,are undocumented students considered international or domestic?,are you need-blind for undocumented students?,are there any restrictions on merit aid for undocumented students at your school?,does your school provide merit aid specially for undocumented students?,would you advise an undocumented student to reveal their status in their application or subsequent email?,how would their status affect their application?,is there a special contact point for undocumented students?,what other piece of advice would you give an undocumented student hoping for admission at your school?,other admissions information,are undocumented students eligible for need-based aid?,"what financial aid application should undocumented students send? the css, fafsa, isfaa or a form unique to your school?","if need-based aid is not available, is there a feasible path undocumented students can take to pay for their education with stackable merit scholarships, loans and/or grants from your school?",what would be the requirements for such scholarships and what would a student's chances of getting them?,other financial aid information,are there organized groups or clubs comprised of or advocating for undocumented students in your school?,how often does your office receive applications from undocumented students?,does your school allow immigration and customs enforcement (ice) officers onto campus without a warrant?,does the campus police enforce immigration law?,does your school share student immigration status with ice?,does your school provide distance-learning options for deported students to complete their degrees?,does your school provide confidential legal support to students with immigration law questions and issues?,other student life information,has undocu-student webpage,other information,special contact,gives aid?
Faulkner University,['admissions@faulkner.edu'],faulkner,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayetteville State University,['admissions@uncfsu.edu'],uncfsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felician University,['admissions@felician.edu'],felician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferris State University,['admissions@ferris.edu'],ferris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrum College,['admissions@ferrum.edu'],ferrum,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher College,['admissions@fisher.edu'],fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisk University,['admit@fisk.edu'],fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State University,['admissions@fitchburgstate.edu'],fitchburgstate,,"- Domestic and we bill them as ""in-state"" students.","- Since undocumented students cannot file a FAFSA or receive institutional aid, we offer foundational aid to this population.",- See question above.,- Foundational aid.,,,"- Undocumented students can contact their direct admission counselor, myself or anyone that they feel comfortable with on the admissions team. All of the Admission Office team members information can be found here: https://www.fitchburgstate.edu/admissions-aid/connect-admissions","- Do not think that your undocumented status will hold you back from admission, reach out to a member of our team to learn all that the University has to offer for your unique circumstances.",,,,,,,,,,,,,,,,It is important to note that many of the processes for our undocumented students are on a case by case basis rather than a standardized practice.,,0.0
Five Towns College,['admissions@ftc.edu'],ftc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagler College,['admissions@flagler.edu'],flagler,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flashpoint Chicago Campus Columbia College Hollywood,['flashpoint.admissions@columbiacollege.edu'],columbiacollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Agricultural Mechanical University,['ugrdadmissions@famu.edu'],famu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Atlantic University,['admissions@fau.edu'],fau,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida College,['admissions@floridacollege.edu'],floridacollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Gulf Coast University,['admissions@fgcu.edu'],fgcu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Institute Technology,['admission@fit.edu'],fit,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida International University,['admiss@fiu.edu'],fiu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Memorial University,['admit@fmuniv.edu'],fmuniv,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida National University,['admissions@fnu.edu'],fnu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Polytechnic University,['admissions@flpoly.org'],flpoly,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Southern College,['fscadm@flsouthern.edu'],flsouthern,FL,"They are evaluated within the context of a domestic applicant from their place of residence, but they will be assigned to an admissions counselor who works with undocumented and international students. This is to help connect them with a counselor who has a stronger background on immigration concerns, but they are admitted as a “domestic” student for the purposes of application review.",We don’t admissions decisions based off of economic/financial situations. Our admissions is more based off of academic history.,"All students are eligible for FSC’s standard merit scholarships regardless of documentation status. There are a few specific scholarships that have a citizenship requirement, but most of FSC’s merit aid will not factor status into the scholarship award.",No but our academic merit aid is offered to all students regardless of citizenship status.,,,You would use the international admissions counselors.,,"Yes - please contact us so that we can help direct you to resources and ensure that we’re giving you accurate information. It will not be used in your application or decision process in any way and will only be shared to ensure that you are receiving relevant support. If you are uncomfortable disclosing your status in your application, you’re welcome to call us.","Yes, on a case-by-case basis. They are not eligible for federal student aid by federal policy, but they can still submit the FAFSA for us to potentially award institutional need-based aid. FSC does not currently offer full need.",,"All merit scholarships are stackable at FSC, but most students will not receive aid that completely covers the cost of attendance and would need to seek out private loans or outside scholarships to cover full cost if their families can’t pay out of pocket. The average financial aid award at FSC covers approximately half of the cost of attendance (tuition, room, meals and medical insurance). FSC does not work directly with any loans besides the Federal Direct and Parent PLUS loans, which undocumented students are generally not eligible to take.","Merit scholarships are determined based on academic record and most students are awarded a scholarship at time of admission. The Prestige and Premier Scholarships typically have rough GPA and SAT/ACT scores as a guideline, but were test-optional last year. The Prestige and Premier Scholarships typically receive about 500 applications, interview around 120 students, and award 8 to 10 Hollingsworth Scholarships (full-ride/full-cost) or McClurg Scholarships (full tuition). Other applicants and interviewees may receive Christoverson Scholarships of varying amounts.



An example of a student with stacked scholarships:

High academic achieving, graphic design, swimmer:

This student received a merit based, christoverson (prestige), talent scholarship (graphic design) and swim scholarship for athletics.",FAFSA. Refer here for additional information on undocumented students and federal aid: https://studentaid.gov/sites/default/files/financial-aid-and-undocumented-students.pdf,Multicultural Student Council isn’t directly advocating for undocumented students solely but this is a club that has done so in the past. https://www.flsouthern.edu/campus-offices/multicultural-center/multicultural-student-council.aspx,"The state of Florida has a large sum of undocumented students compared to other states and so we do get a fair amount. However, we are a private institution so we don’t get as many as a public school where some of those students may be offered in state tuition.","I have never witnessed this happened in my time as an admissions counselor. I took this from ACLU:
“ICE and CBP maintain a policy which provides that they will not engage in immigration enforcement in sensitive locations like schools absent prior approval by a supervisor or exigent circumstances. This policy has recently been reaffirmed by the Department of Homeland Security. This means that ICE and CBP generally will not arrest, interview, search, or surveil a person for immigration enforcement purposes while at a school, a known school bus stop, or an educational activity.”","That is not their primary focus. Their focus is campus safety. I will say that the FSC police on our campus are part of the Lakeland Police and because of this, they would have to enforce their laws if the situation arises, but again, this is not their focus while on campus.",We do not have to share this information. We only share the F-1 student visa information to them.,"Fundamentally, FSC is an in-person institution and does not offer much in the way of fully remote coursework for undergraduate programs. This would be handled on a case-by-case basis and would likely depend on the individual student’s particular situation.","No - while FSC may be able to help direct students to outside legal counsel on a case-by-case basis, FSC does not retain an immigration lawyer on staff.",,,,,1.0
Florida State University,['admissions@fsu.edu'],fsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fontbonne University,['fbyou@fontbonne.edu'],fontbonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fordham University,['enroll@fordham.edu'],fordham,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Hays State University,['tigers@fhsu.edu'],fhsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lewis College,['admission@fortlewis.edu'],fortlewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Valley State University,['admissions@fvsu.edu'],fvsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State University,['admissions@framingham.edu'],framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Marion University,['admissions@fmarion.edu'],fmarion,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franciscan Missionaries Of Our Lady University,['ololcinfo@ololcollege.edu'],ololcollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franciscan University Of Steubenville,['admissions@franciscan.edu'],franciscan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin College,['admissions@franklincollege.edu'],franklincollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Marshall College,['admission@fandm.edu'],fandm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Pierce University,['admissions@franklinpierce.edu'],franklinpierce,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin University Switzerland,['info@fus.edu'],fus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin W Olin College Engineering,['apply@olin.edu'],olin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freed Hardeman University,['admissions@fhu.edu'],fhu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno Pacific University,['admissions@fresno.edu'],fresno,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friends University,['admission@friends.edu'],friends,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frostburg State University,['fsuadmissions@frostburg.edu'],frostburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furman University,['admission@furman.edu'],furman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallaudet University,['admissions.office@gallaudet.edu'],gallaudet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gannon University,['admissions@gannon.edu'],gannon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner Webb University,['admissions@gardner-webb.edu'],gardner-webb,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Fox University,['admissions@georgefox.edu'],georgefox,OR,"Students do not need to hold a particular status to apply to George Fox. As we do not have in-state or out-of-state tuition, status would not change cost between an international or domestic student.
https://www.georgefox.edu/college-admissions/scholarships/index.html",,"No, undocumented students have access to the merit scholarship opportunity.
https://www.georgefox.edu/college-admissions/scholarships/index.html","No, however, undocumented students have access to some institutional aid scholarships.",,"It would not impact as we practice a holistic review with one of the main determinants being academics and overall GPA.
https://www.georgefox.edu/college-admissions/apply/index.html","No, there are various point-people across departments for different resources and stages of the student experience.","Focus on your academic success, stay connected, apply to scholarships, and ask questions.","A student is welcome to share information to the level they are comfortable. Current status is not required during the admissions process. If a student decides to move forward, connected information may be needed for aid eligibility purposes.",DACA students are eligible for all aid including need-based internal aid.,,Need-based aid is available but students are additionally encouraged to apply to external scholarships as well.,"The percentage of getting a specific scholarship, as well as, the amounts received varies by scholarship. For many of our internal scholarships, the student does not need to apply each year as they are awarded for all four years.",Undocumented students in Oregon would be encouraged to complete the ORSAA.,"We have a number of multicultural organizations and clubs but currently there is not one specific group comprised for undocumented students.
https://www.georgefox.edu/offices/intercultural/multicultural-student-development/organizations.html
https://www.georgefox.edu/offices/student-life/student-involvement/clubs/index.html",,,,,"Our institution has an online learning platform that is designed to host a student's first year online with the three remaining years on-campus through George Fox Digital.
https://www.georgefox.edu/college-admissions/academics/online/index.html",,,,,,1.0
George Mason University,['admissions@gmu.edu'],gmu,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Washington University,['gwadm@gwu.edu'],gwu,,Undocumented students are considered domestic students.,"We still require students to submit CSS profile, as we are need-aware intuitions.",All students can receive merit aid.,We do not offer any special merit aid for undocumented students.,,,,,"It would depend on what the student is comfortable with. If they want to put it on their application, they can. If they rather email or call, they can do that as well. We truly want to make sure the student is comfortable in letting us know.",No. Need-based aid is given out based on the FAFSA.,,Students can bring in outside scholarships and loans to cover the cost.,,We require the FAFSA and CSS profile. If a student cannot submit a FAFSA then they will just submit the CSS profile.,Yes GW Undocu https://www.instagram.com/undocugw/,Every year.,No,No,We do not share the immigration status of undocumented students.,Until the pandemic majority of classes were on campus. Going forward there will be a mix of classes available.,"Yes.
GW Law -- Immigration Law Clinic
Please call between 9 a.m. and 5 p.m. on Tuesdays or Wednesdays. no walk-ins please: 202-994-7463
Website: https://www.law.gwu.edu/immigration-clinic",,,,Mr. Lowe at jdlowe@gwu.edu,0.0
Georgetown College,['admissions@georgetowncollege.edu'],georgetowncollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown University,['guadmiss@georgetown.edu'],georgetown,,,,,,,,,,,,,,,,,,,,,,,,,"We have a holistic review process and will consider all aspects of the application when evaluating a student for admissions at Georgetown University. You can read more about our suggested high school curriculum online: https://uadmissions.georgetown.edu/applying/preparation-process/. We generally look for students who are competitive in their classes and excel in those upper-level courses but will evaluate a student based on all aspects of their application. For statistics on the average scores of our admitted students please review the student profile here: https://georgetown.app.box.com/s/z4tgwmps28jo4hd83i1migipgjw43uuo. We strongly recommend you also review our preparation process page (https://uadmissions.georgetown.edu/applying/preparation-process/) and general information page (https://uadmissions.georgetown.edu/applying/first-year/) for more details on how to prepare to apply to Georgetown University. We have specific information about applying as an international applicant here: https://uadmissions.georgetown.edu/applying/international/.

We only offer need-based financial aid. We do not offer any merit-based scholarships. We are committed to meeting 100% of a student's demonstrated need and practice need-blind review for all US citizens, undocumented and DACA. Please contact the Office of Student Financial Services: (http://finaid.georgetown.edu/) with any specific questions. We would recommend that you contact them via their suggested methods posted on their website and if need, contact them via email at finfront@georgetown.edu.

We strongly recommend that you connect with a current student to learn more about the programs that you've asked about. There are a few options for you and then please do not hesitate to call our office if you have any questions about the application process or life at Georgetown. Through GAAP you can email a state or regional chair (https://gaap.georgetown.edu/state-chairs/) or request a virtual coffee & chat: https://gaap.georgetown.edu/coffee-chat/. You can also contact a tour guide (https://www.georgetowntourguides.com/) who is well versed in various programs, activities, and campus culture.

For more information we suggest attending a virtual information session, sign-ups can be found here: https://uapply.georgetown.edu/portal/virtualsession.

Please feel free to call our office at 202-687-3600 should you have any further questions or concerns that require immediate assistance.",,0.0
